camera_qty,pos_x,pos_y
2,37.57151298,127.0827117
2,37.57172504,127.0862751
2,37.57450094,127.0876029
2,37.57959592,127.0844602
4,37.58051073,127.0864165
3,37.58006836,127.0908408
4,37.578228,127.0818634
3,37.58889379,127.0893987
2,37.58969582,127.0903377
2,37.58598705,127.0884172
2,37.58455236,127.0892755
7,37.58703732,127.0893161
2,37.61122478,127.0813521
2,37.61436459,127.0817458
2,37.60904694,127.0796127
2,37.60680938,127.0782726
2,37.60796319,127.0756635
2,37.60875308,127.0747187
4,37.59992106,127.0894701
2,37.61722767,127.1006182
2,37.59528783,127.0766841
2,37.5912547,127.1030409
2,37.59633001,127.0709051
2,37.59448765,127.0732567
2,37.59379962,127.0714586
3,37.59598872,127.078216
3,37.60266179,127.0865344
2,37.59270064,127.0798847
2,37.59348348,127.0776224
2,37.57472307,127.0858298
3,37.58694084,127.0916091
2,37.61149979,127.0795898
4,37.60070664,127.0929965
3,37.61616775,127.0858008
1,37.60662727,127.0766907
4,37.58805506,127.0744996
4,37.59135971,127.0799652
3,37.59839516,127.1040852
3,37.60496805,127.100657
2,37.60403604,127.0805286
2,37.60109107,127.0857995
1,37.60383606,127.0849228
5,37.59804026,127.0774879
1,37.59571075,127.0731735
1,37.59926605,127.0737381
1,37.60439957,127.0748926
1,37.61140615,127.0790982
3,37.61489105,127.084671
1,37.61703873,127.0881424
1,37.61668777,127.0848541
2,37.61109821,127.075023
2,37.59042384,127.0891135
1,37.59153366,127.0925064
2,37.5858078,127.0914493
1,37.58950043,127.0859146
1,37.58801744,127.093401
3,37.58893585,127.0873108
1,37.59004974,127.0833588
1,37.58867645,127.080925
1,37.58796692,127.0769119
1,37.57304374,127.0831953
3,37.57507523,127.0893936
2,37.57397023,127.0893741
2,37.57299805,127.0915451
2,37.57302096,127.0913011
1,37.58475736,127.0782255
1,37.58564097,127.0819588
1,37.57703781,127.0844955
2,37.57999219,127.0950668
1,37.57985605,127.0977554
2,37.58788045,127.0986776
1,37.58359528,127.0873108
1,37.58921162,127.0958122
2,37.58904367,127.1024835
2,37.58756806,127.0989214
1,37.58703966,127.1003183
1,37.58663452,127.1011374
3,37.60250582,127.102688
2,37.59904099,127.1033249
1,37.5976194,127.0965156
1,37.60233307,127.1036301
3,37.60366821,127.1100616
1,37.59358215,127.100647
1,37.59363174,127.0951538
1,37.59218597,127.095108
2,37.59131037,127.1039494
2,37.58941436,127.1025137
2,37.58770752,127.0887375
1,37.59102249,127.0898132
1,37.59012985,127.0854568
5,37.58861754,127.0919368
3,37.58626175,127.0924606
1,37.58823395,127.0938416
4,37.5852623,127.0938187
1,37.58612823,127.0939713
1,37.5928457,127.0897413
4,37.58525085,127.0889511
3,37.58703183,127.0874546
1,37.59269675,127.092849
2,37.58498484,127.0844649
4,37.58433533,127.0912323
3,37.58653259,127.0901947
1,37.59169724,127.091216
4,37.58587646,127.0859451
1,37.59243461,127.0881651
4,37.58842087,127.0901871
2,37.58727264,127.0845642
4,37.5843544,127.0869293
1,37.59181016,127.0921184
3,37.58440018,127.0860977
3,37.58426666,127.0877838
1,37.59101868,127.091095
5,37.58863704,127.0860095
1,37.59381126,127.0927863
3,37.58770008,127.0926933
3,37.59024794,127.0862819
3,37.5918826,127.0926498
1,37.59050129,127.0917005
2,37.589737,127.086763
1,37.59027729,127.0879836
4,37.58587574,127.0914494
1,37.58734131,127.0921478
3,37.58662415,127.0887222
1,37.58724213,127.0937271
4,37.6035194,127.0829697
1,37.60107825,127.0853121
2,37.60183162,127.0861195
4,37.604227,127.0803417
4,37.60065842,127.0837479
1,37.59883499,127.0812988
8,37.59141159,127.0988464
4,37.6070137,127.0913086
1,37.60343182,127.0898614
1,37.59329526,127.082433
1,37.59183076,127.0739006
1,37.59501681,127.0848338
1,37.60460254,127.0978188
3,37.60866928,127.0872498
3,37.61091232,127.0941467
2,37.59318193,127.1016675
1,37.58972168,127.1009903
5,37.59446335,127.0971527
4,37.59167357,127.0981754
4,37.59030533,127.099556
2,37.59363174,127.0949783
2,37.59244919,127.0982819
2,37.59022734,127.1004945
3,37.59165192,127.1002197
2,37.59450912,127.0953293
1,37.5990671,127.0864953
1,37.600793,127.0883653
2,37.59760733,127.0852728
4,37.60187426,127.0914743
2,37.59921462,127.0943852
4,37.60045242,127.0912476
3,37.59699631,127.0842896
3,37.59897488,127.0927687
2,37.59993362,127.0952301
6,37.59835662,127.0877687
1,37.60031891,127.086586
4,37.60198975,127.0890198
3,37.60055972,127.0902278
3,37.59635544,127.0840149
1,37.59683228,127.083931
1,37.60046005,127.0919342
3,37.59765244,127.0883636
3,37.59991821,127.0907752
1,37.60171127,127.0870819
3,37.60166931,127.0884094
3,37.60419083,127.0924149
3,37.60457993,127.0900345
2,37.59836786,127.0829846
3,37.59848404,127.0870972
3,37.6007576,127.0824661
4,37.60316849,127.0798798
1,37.60238266,127.0819168
4,37.59902573,127.0837021
3,37.60666275,127.0817947
4,37.6036644,127.0857315
4,37.6030389,127.0819989
3,37.60204315,127.0811462
2,37.60137859,127.0833063
2,37.60486065,127.0802276
3,37.6019516,127.0851135
1,37.59827423,127.0809097
2,37.60346985,127.0817795
1,37.59960556,127.0850983
2,37.59972382,127.082901
4,37.60568237,127.0819016
2,37.60292435,127.0847015
2,37.60297394,127.0841751
3,37.60070038,127.0819244
3,37.60287094,127.0810547
2,37.60045242,127.0845947
3,37.5995903,127.0805511
3,37.60407257,127.0824585
1,37.59770203,127.0747986
3,37.5963009,127.0738948
3,37.59506989,127.071022
3,37.60438156,127.0781479
1,37.60044479,127.0752716
1,37.60444168,127.0747409
4,37.60310083,127.0757466
2,37.59854889,127.0785904
1,37.59540558,127.0733719
2,37.60258678,127.0783315
1,37.59662247,127.0801086
1,37.59616089,127.0782928
2,37.59850693,127.0733795
4,37.60017395,127.0763092
1,37.59585571,127.075264
4,37.59781647,127.0740128
5,37.59656525,127.0727692
1,37.59947491,127.0747299
1,37.60404587,127.0764771
3,37.60094452,127.0769501
3,37.60110092,127.0911179
2,37.59999084,127.0871048
3,37.59761429,127.079422
3,37.5940361,127.0713806
1,37.5968132,127.071022
3,37.59768295,127.0728378
3,37.59700775,127.0740051
4,37.59577666,127.0775109
1,37.59579838,127.0708616
3,37.59734344,127.0761108
4,37.61619285,127.0784395
3,37.6167717,127.0812454
3,37.61850739,127.0862885
3,37.61473083,127.084343
4,37.6174202,127.0819702
1,37.61621534,127.0799463
3,37.61597443,127.0837784
1,37.60921897,127.0811844
1,37.6101656,127.0794229
1,37.60877965,127.0808826
2,37.61558342,127.0872631
3,37.6182495,127.0845989
1,37.61422124,127.0737088
4,37.61345266,127.0728426
1,37.61304092,127.074501
4,37.60764694,127.0736771
4,37.61063057,127.0764832
3,37.60887909,127.0771561
4,37.60500717,127.0754013
4,37.61497116,127.0731201
1,37.61058807,127.0728683
2,37.59070195,127.0868494
3,37.59060287,127.0877151
3,37.59103394,127.0887299
1,37.59009933,127.0902409
1,37.59192276,127.0896378
1,37.59210587,127.0879364
1,37.58846509,127.0848522
1,37.59185028,127.0901184
2,37.59080124,127.0926132
5,37.58633804,127.0916595
4,37.58613205,127.087616
1,37.58588485,127.0853599
4,37.59492588,127.0753414
4,37.60261997,127.0747975
4,37.60295868,127.0743942
1,37.60266495,127.0769424
2,37.59674382,127.0763853
2,37.59652328,127.0763855
4,37.6050415,127.0763016
3,37.5985527,127.074707
3,37.59725189,127.0786819
3,37.60084152,127.0751877
2,37.59812164,127.075592
3,37.60526938,127.0734721
2,37.60100937,127.0789642
3,37.59939194,127.0788345
3,37.5962944,127.074852
2,37.60401535,127.0751572
2,37.59434891,127.0740891
1,37.60837479,127.0787794
5,37.61070609,127.0786169
1,37.61044389,127.0810228
4,37.61106029,127.0799597
4,37.61830139,127.0833359
1,37.61763382,127.0804367
1,37.61524088,127.0795164
4,37.61341095,127.0795441
1,37.61580276,127.0816345
1,37.61485291,127.080864
1,37.60914612,127.0804977
1,37.60742052,127.0811213
1,37.61329269,127.0786972
4,37.60653252,127.0805629
1,37.60645676,127.0798569
2,37.6073043,127.0803627
4,37.61214066,127.0785599
1,37.60905608,127.0791565
1,37.6144089,127.0793664
1,37.61762162,127.0781483
3,37.61975205,127.0844697
4,37.59935379,127.0765076
3,37.61820984,127.0871658
1,37.61819839,127.0806885
1,37.6174469,127.0782547
1,37.61540222,127.0800629
1,37.59150219,127.0841732
3,37.59122432,127.0785631
3,37.59207916,127.0790329
2,37.59194941,127.0863121
2,37.59047699,127.0851593
3,37.59098053,127.081665
1,37.5888722,127.0765064
1,37.58889771,127.0752029
1,37.58888966,127.0932895
4,37.59025955,127.0819931
4,37.57411199,127.0809314
3,37.57533638,127.0884181
1,37.57659531,127.0838776
4,37.57261098,127.0815775
4,37.5730629,127.0841827
2,37.58532715,127.0767365
1,37.58680725,127.0834885
3,37.58623886,127.0812759
2,37.58522034,127.075592
4,37.57779312,127.0877075
4,37.57837912,127.0849606
4,37.57769012,127.0863953
1,37.57909514,127.0858579
1,37.58769396,127.1010282
1,37.58879709,127.0956309
1,37.59749759,127.1010437
2,37.59796579,127.1018387
3,37.60459137,127.1035385
3,37.59485825,127.102557
2,37.59651329,127.1010286
4,37.60202506,127.1101952
4,37.60621909,127.1057644
5,37.60212224,127.1081813
1,37.60123428,127.1047282
4,37.6007838,127.1020275
1,37.59827713,127.1060599
1,37.60202459,127.1011156
2,37.60157526,127.1012507
3,37.60439346,127.1059924
4,37.59863629,127.102733
4,37.59976257,127.1039261
4,37.60102844,127.1033554
4,37.5913478,127.0993414
4,37.61572266,127.078949
1,37.61057281,127.081871
2,37.61823273,127.0817871
3,37.61352921,127.0814743
3,37.61799158,127.0833534
4,37.61862002,127.0841332
2,37.61773956,127.0813106
2,37.61289978,127.080574
2,37.60796356,127.0809937
3,37.61705017,127.0801295
4,37.61223422,127.0805815
3,37.60552597,127.0794525
1,37.61326218,127.075943
1,37.61095873,127.0750611
4,37.60565186,127.0745468
2,37.61504364,127.0745239
4,37.61162186,127.0740814
4,37.60779953,127.0749207
6,37.60645294,127.0752106
1,37.61256027,127.0743256
1,37.6088829,127.075531
4,37.60949326,127.074585
2,37.60752869,127.0773468
2,37.61357117,127.074379
5,37.60812421,127.0766178
5,37.60982924,127.0762921
3,37.60600981,127.0770324
1,37.6125946,127.0733643
3,37.60488129,127.0743027
2,37.60578918,127.0777435
3,37.60617065,127.0780182
2,37.60765839,127.0729294
4,37.61642075,127.0750046
1,37.61028671,127.0754318
4,37.60897065,127.0762122
2,37.61294937,127.0755005
3,37.61196518,127.075882
4,37.60837555,127.0731888
3,37.60824966,127.0776596
4,37.59048462,127.0891113
1,37.58666611,127.0860596
3,37.59194183,127.0886765
2,37.58786901,127.0934525
1,37.59093497,127.1039787
3,37.59471193,127.0981557
1,37.59103132,127.0962767
3,37.60213766,127.0905346
5,37.59868138,127.0850845
1,37.60111198,127.0952957
1,37.59950511,127.0896896
3,37.60046109,127.0890914
3,37.59761316,127.0832848
4,37.59794379,127.0845694
4,37.60153961,127.0893936
1,37.59405194,127.0866591
4,37.59287227,127.0866806
2,37.59362411,127.0872955
4,37.60046005,127.0997772
3,37.60379223,127.0993336
1,37.60021867,127.0977938
2,37.59995504,127.0965839
4,37.60377889,127.1005831
3,37.61770248,127.102478
1,37.60893716,127.095775
2,37.61807795,127.1109551
4,37.60506439,127.0996933
3,37.60501099,127.0938644
4,37.60349027,127.0939575
4,37.60595882,127.0941573
3,37.61199511,127.0930669
2,37.60431923,127.0939483
2,37.60482038,127.0772578
1,37.57603936,127.0799951
4,37.59469618,127.0930224
1,37.58562862,127.0890703
1,37.59198709,127.0932698
1,37.60445576,127.1085432
1,37.58775156,127.0797945
1,37.61482239,127.0754929
1,37.57684326,127.0845566
3,37.57925479,127.0840738
3,37.58639866,127.0791339
3,37.58299279,127.0795873
4,37.59565701,127.0950355
3,37.59341491,127.0893053
3,37.60268183,127.0872944
4,37.58545382,127.0914186
4,37.5925293,127.0913391
1,37.58555093,127.0839481
5,37.58765362,127.0900547
2,37.58886577,127.0869216
3,37.58476257,127.087471
2,37.5933342,127.0919189
1,37.58638382,127.0846329
1,37.59140097,127.0915673
1,37.58964539,127.0881958
4,37.58496475,127.0902557
4,37.58417815,127.0931081
1,37.58293213,127.0900495
4,37.58105851,127.0926486
2,37.5894925,127.1005182
1,37.5871582,127.0951538
3,37.57694798,127.0876529
1,37.58972168,127.0984955
2,37.58336657,127.0912427
1,37.58840112,127.0998477
1,37.58773041,127.0974197
1,37.58098984,127.0903244
3,37.58117171,127.0897559
1,37.58391593,127.0905189
3,37.58246582,127.0842745
5,37.58196674,127.0952731
3,37.58090094,127.0878375
1,37.58889811,127.1005401
3,37.58543015,127.0954971
4,37.58396149,127.0900574
4,37.58375931,127.0924301
1,37.58882904,127.0986862
1,37.58947372,127.0987015
1,37.58926392,127.1012497
4,37.58276367,127.0867004
2,37.58626556,127.0962219
2,37.58180636,127.0910069
2,37.58343124,127.0900879
3,37.58358002,127.0889053
2,37.58082962,127.0949554
2,37.58716362,127.1016635
2,37.58908463,127.0975342
2,37.58817291,127.0978928
3,37.60232543,127.0920675
2,37.58740086,127.0996959
4,37.57171784,127.0809043
4,37.57614168,127.0836449
3,37.57176476,127.0871824
3,37.57730497,127.0898067
3,37.60048953,127.1059314
4,37.60585859,127.1062151
3,37.60411991,127.0989182
3,37.58125375,127.0840938
3,37.60872679,127.1126586
4,37.5990984,127.0995569
3,37.59581702,127.0721044
3,37.60257198,127.0855754
4,37.60101119,127.107644
3,37.59134672,127.0909699
3,37.58924172,127.0798635
4,37.60507699,127.0771962
4,37.60429978,127.0795853
3,37.6098327,127.0786007
4,37.61366922,127.0753539
3,37.61188294,127.076653
4,37.61075756,127.0775504
3,37.61553888,127.0977834
4,37.61488851,127.0752583
4,37.61635114,127.0755307
3,37.57945348,127.0919194
4,37.61659079,127.0794438
3,37.594849,127.079592
3,37.59399609,127.075713
2,37.081244,127.617122
2,37.57327328,127.0889262
2,37.57404773,127.0910165
2,37.57999848,127.0955195
2,37.57928116,127.0978232
2,37.58008042,127.095897
2,37.59111805,127.1041393
3,37.58037675,127.093241
4,37.58214951,127.090477
3,37.58318329,127.0934753
3,37.59793725,127.1034561
3,37.59917843,127.1035835
4,37.60352325,127.1033478
3,37.59535255,127.1016029
3,37.59848266,127.0996369
4,37.59598049,127.094987
1,37.59562102,127.0972507
3,37.6016655,127.1059952
4,37.59762851,127.0963134
2,37.60195923,127.1017075
2,37.59712042,127.1030482
1,37.59576419,127.0967267
3,37.59848785,127.1049042
3,37.59890366,127.1045074
4,37.60216522,127.103302
1,37.59958754,127.1024629
4,37.5966879,127.0974477
4,37.59650421,127.0995331
1,37.59697342,127.096283
4,37.5961207,127.1017892
1,37.59791016,127.1013058
3,37.60019909,127.1119916
4,37.60121865,127.1133841
4,37.59850535,127.0975142
4,37.59586716,127.0940933
1,37.60137558,127.111496
3,37.60266462,127.1084329
3,37.59623869,127.103383
1,37.6030389,127.104684
1,37.60307935,127.1054302
3,37.60037801,127.1081954
1,37.59727217,127.0938884
2,37.5965271,127.0953751
2,37.59851074,127.101059
2,37.59799957,127.0951309
2,37.59521958,127.095075
2,37.59729385,127.0955658
4,37.60551453,127.1050339
4,37.59862137,127.1020889
8,37.60121536,127.106163
3,37.60312653,127.10215
2,37.59581046,127.0794291
2,37.599823,127.1051559
3,37.6014678,127.114588
2,37.59930801,127.1014404
2,37.60329819,127.1072464
4,37.59633255,127.0983734
2,37.59624863,127.0961151
2,37.60116959,127.1007919
2,37.59080124,127.0994339
4,37.5927887,127.094696
1,37.59345169,127.1009159
1,37.59126005,127.1023055
1,37.59195328,127.0957565
3,37.59246063,127.0959549
5,37.59093857,127.1005707
4,37.59405136,127.0954666
1,37.58992767,127.0992584
3,37.59329987,127.0974731
1,37.59235382,127.1012115
4,37.59361229,127.1021178
4,37.59026958,127.1023266
4,37.59430895,127.0987213
3,37.59064484,127.0948334
3,37.59441757,127.1010056
3,37.59377054,127.1031019
2,37.59259796,127.1024704
1,37.59122125,127.1013843
2,37.5900823,127.1008773
1,37.59183945,127.1017354
4,37.59225863,127.1004539
5,37.59353886,127.099833
2,37.59375365,127.0941023
4,37.59220387,127.0941253
4,37.59116745,127.0942307
1,37.59307149,127.0941966
1,37.591465,127.0891418
4,37.58937836,127.0915985
3,37.58627701,127.0855637
2,37.58909225,127.0875626
3,37.58547092,127.0901099
2,37.59135818,127.0861893
2,37.58460236,127.0839767
4,37.58979416,127.0934296
2,37.58965683,127.0871353
2,37.58779526,127.0853271
1,37.5847435,127.0883408
4,37.58369064,127.093544
1,37.58953094,127.0831299
1,37.58713913,127.0790863
3,37.5879097,127.0777893
2,37.591334,127.0832424
1,37.58823929,127.0808216
3,37.59043121,127.0739822
1,37.59111023,127.0846634
2,37.58888626,127.0831223
2,37.58794785,127.0812454
1,37.58800888,127.0829315
3,37.5865447,127.0764731
4,37.58685303,127.0802307
1,37.59033203,127.075325
1,37.59203339,127.0857239
1,37.58852223,127.0840455
2,37.59211273,127.0781201
3,37.5909011,127.0740946
5,37.59048298,127.0777836
4,37.58893238,127.078213
2,37.58981466,127.0773315
4,37.58698509,127.0782852
1,37.58824158,127.0790558
1,37.59086609,127.0809021
4,37.58894712,127.0743428
1,37.58678055,127.0772247
4,37.59185028,127.074379
4,37.58813477,127.0783463
3,37.5869754,127.0741366
4,37.58843994,127.0765533
3,37.58908247,127.0809125
1,37.5915451,127.0849228
1,37.59014893,127.0721283
2,37.58917618,127.0837021
3,37.59055328,127.0832901
2,37.58607864,127.0839157
2,37.58868027,127.0812149
3,37.5775528,127.0803604
1,37.57276062,127.083264
2,37.57605362,127.0826492
1,37.57645416,127.0875473
1,37.57179006,127.0878337
1,37.57574463,127.0870438
3,37.57627487,127.0853424
4,37.57470703,127.0828934
4,37.57329941,127.0816727
1,37.57204722,127.0815917
4,37.5755003,127.0814319
3,37.57394968,127.0829947
4,37.57517046,127.0846351
3,37.57284399,127.0847776
1,37.57090378,127.0869064
1,37.57245643,127.0810189
4,37.57412796,127.0841868
1,37.57572283,127.0833332
1,37.57294817,127.0826759
3,37.57519401,127.0823473
1,37.57679184,127.086513
4,37.57574463,127.0839996
4,37.57427979,127.0869446
1,37.57525918,127.0880282
1,37.57154846,127.0822678
3,37.57382584,127.0869904
3,37.57107925,127.0854185
3,37.57329559,127.0810165
4,37.57342911,127.0830917
2,37.57582474,127.0861664
1,37.57120895,127.085228
3,37.57661057,127.0878296
3,37.58614705,127.0807851
3,37.58470711,127.0820631
1,37.58453208,127.078232
3,37.58322978,127.0772398
4,37.58558822,127.0820251
1,37.58611298,127.0828476
1,37.58404922,127.080658
1,37.58300781,127.078804
1,37.58573711,127.0784032
5,37.58654022,127.0821609
1,37.58348669,127.081257
4,37.58480156,127.0789245
1,37.58428142,127.0775681
1,37.58372902,127.079254
1,37.58740234,127.0836639
1,37.58363342,127.0833817
1,37.58430862,127.0767365
3,37.58478928,127.0831451
1,37.58528519,127.082756
1,37.58454251,127.0760875
3,37.58382386,127.0783195
1,37.58419037,127.081337
1,37.58657837,127.0825272
3,37.58547211,127.0833359
1,37.58416886,127.0826985
3,37.58543015,127.0790405
2,37.5862236,127.0797348
1,37.58182606,127.0783485
1,37.58543396,127.0813904
2,37.58586206,127.0816007
3,37.58478546,127.0806503
1,37.5857048,127.0751724
1,37.58552551,127.0752945
1,37.58001626,127.092133
5,37.57815205,127.0891996
2,37.57641501,127.0807265
2,37.57857132,127.0870285
1,37.5775121,127.0811765
5,37.57923435,127.0832424
1,37.57857513,127.0942383
1,37.57856369,127.0933075
1,37.57828522,127.0918808
2,37.57919107,127.0906856
4,37.5793072,127.0895914
2,37.57772064,127.0825424
3,37.57892227,127.0904541
4,37.5788269,127.0882187
3,37.57921168,127.0854043
2,37.58006142,127.0845604
2,37.58056474,127.0849703
1,37.57810018,127.0835851
4,37.5800067,127.0887392
5,37.57930318,127.0878398
4,37.57968054,127.0899946
1,37.57894282,127.0923764
3,37.57872391,127.0902786
4,37.57984924,127.0862427
1,37.62755585,127.0357132
1,37.62759781,127.0357895
1,37.62759781,127.0357895
1,37.63427353,127.0355377
1,37.63422775,127.035614
1,37.63422775,127.035614
1,37.63171387,127.0364685
1,37.63167953,127.0365295
1,37.63167953,127.0365295
1,37.63167953,127.0365295
1,37.62647247,127.0356522
1,37.62646484,127.0357361
1,37.62646484,127.0357361
1,37.63419342,127.0314102
1,37.63417053,127.0314789
1,37.63417053,127.0314789
1,37.63417053,127.0314789
1,37.62759399,127.0427856
1,37.62759018,127.0428696
1,37.62759018,127.0428696
1,37.62759018,127.0428696
1,37.62689209,127.0273895
1,37.63011932,127.0173111
1,37.63010406,127.0173798
1,37.63010406,127.0173798
1,37.63010406,127.0173798
1,37.63010406,127.0173798
1,37.62664413,127.0122986
1,37.62662125,127.0123596
1,37.62662125,127.0123596
1,37.63167572,127.0172119
1,37.63168335,127.0173035
1,37.63168335,127.0173035
1,37.63168335,127.0173035
1,37.63269806,127.0221176
1,37.64316559,127.0298767
1,37.64299393,127.0253067
1,37.64299393,127.0253067
1,37.64299393,127.0253067
1,37.64299393,127.0253067
1,37.64299393,127.0253067
1,37.63961029,127.0218582
1,37.63961029,127.0218582
1,37.63961029,127.0218582
1,37.63961029,127.0218582
1,37.63961029,127.0218582
1,37.64036942,127.0241928
1,37.64036942,127.0241928
1,37.64036942,127.0241928
1,37.64036942,127.0241928
1,37.6390686,127.0229187
1,37.6390686,127.0229187
1,37.6390686,127.0229187
1,37.6390686,127.0229187
1,37.6390686,127.0229187
1,37.66065216,127.0132141
1,37.66065216,127.0132141
1,37.66065216,127.0132141
1,37.63602066,127.0299377
1,37.63602066,127.0299377
1,37.63602066,127.0299377
1,37.63864136,127.0330811
1,37.63864136,127.0330811
1,37.63864136,127.0330811
1,37.63864136,127.0330811
1,37.62714005,127.0356293
1,37.62714005,127.0356293
1,37.62714005,127.0356293
1,37.62714005,127.0356293
1,37.62714005,127.0356293
1,37.634655,127.0283127
1,37.634655,127.0283127
1,37.634655,127.0283127
1,37.634655,127.0283127
1,37.63235092,127.0349731
1,37.63235092,127.0349731
1,37.63235092,127.0349731
1,37.63235092,127.0349731
1,37.6342926,127.0312424
1,37.6342926,127.0312424
1,37.6342926,127.0312424
1,37.62646484,127.0337753
1,37.62646484,127.0337753
1,37.62646484,127.0337753
1,37.62912369,127.038475
1,37.62912369,127.038475
1,37.62912369,127.038475
1,37.63340378,127.0300217
1,37.62351227,127.0179367
1,37.62486649,127.0177231
1,37.62486649,127.0177231
1,37.62486649,127.0177231
1,37.62486649,127.0177231
1,37.62453079,127.0175018
1,37.62453079,127.0175018
1,37.62453079,127.0175018
1,37.62453079,127.0175018
1,37.62453079,127.0175018
1,37.6200943,127.0153656
1,37.6200943,127.0153656
1,37.6200943,127.0153656
1,37.62271118,127.0318069
1,37.62271118,127.0318069
1,37.62271118,127.0318069
