,id,station_name,station_line,area,rent,lease,pos_x,pos_y
248,d7041ac9-efbc-4391-bb75-d37c33436b31,경복궁,3호선,,3.881,5.956,37.575762,126.97353
249,d7af7bec-c62d-49a1-a558-aca4f8d2cda7,철산,7호선,,2.293,2.638,37.47605,126.867911
250,d8d7651c-3ef3-4cca-91ec-0b20a6a6edce,매봉,3호선,,4.183,7.655,37.486947,127.046769
251,dc86926b-80f9-4c84-9bbb-845853b6ecc3,을지로4가,5호선,,3.424,6.113,37.566941,126.998079
252,dd6e1de0-a2e6-43dd-9e4a-7bf8faa9583c,고속터미널,7호선,,3.129,3.643,37.50481,127.004943
253,dfbfe792-5052-4584-8cee-e33e841f2e01,창동,1호선,,2.188,3.998,37.653166,127.047731
254,e0064ae8-6c83-4583-87f2-dfb9ec776673,답십리,5호선,,3.907,7.596,37.566747,127.052704
255,e1bbd21e-5be3-4627-b8fd-c0a9ad368967,합정,6호선,,3.844,4.666,37.549463,126.913739
256,e3c5825d-abc2-4941-a927-49456ea56a7c,중곡,7호선,,3.624,5.353,37.565923,127.08432
257,e5b9f8c8-f019-4700-89a4-429bd14d4cc8,약수,6호선,,3.793,5.863,37.55434,127.010655
258,e5db44f0-4671-4592-930a-4d15aa6975e4,대흥,6호선,,2.87,6.807,37.547771,126.942069
259,e685f21f-6e8d-4dfa-bb28-9037c93c779e,강동구청,8호선,,4.128,5.249,37.530341,127.120508
260,e71c1af2-230a-4593-8b4b-bcdcc68256c2,도봉산,1호선,,1.579,2.35,37.689313,127.046222
261,e8837703-9758-46ec-8f10-620ac914c501,오금,3호선,,3.653,5.711,37.502162,127.128111
262,e97e78c3-803b-4e84-a939-fa7770bf77f6,양평,5호선,,3.448,6.1,37.525611,126.886222
263,ea3b152a-0f6f-4f70-99cb-5b9997d63054,도봉산,7호선,,1.579,2.35,37.689313,127.046222
264,ef528b24-c1be-4a12-a0dc-0894a54d5567,신설동,1호선,,3.921,8.07,37.575297,127.025087
265,f2d2597b-1ca5-46fa-a25a-6c65184e8c88,길음,4호선,,1.921,2.654,37.603407,127.025053
266,f41e98b4-27bc-49bc-9566-d2eed6e64e5b,종로3가,3호선,,4.66,3.865,37.571607,126.991806
267,f6ef4578-b0e1-4014-9876-1d1c6b2542ff,고려대,6호선,,3.052,4.571,37.590508,127.036296
268,f820d76b-28f9-43ee-9879-ff9b712d441d,영등포구청,2호선,,4.615,6.505,37.52497,126.895951
269,f88b7445-ac57-4cd2-9386-cb78fcb4db7f,신림,2호선,,4.505,8.374,37.484201,126.929715
270,fa6988db-9232-4eef-9f87-10a63e276770,종각,1호선,,3.088,0.0,37.570161,126.982923
271,fb816526-df9e-4e20-80be-beb62379d2a2,광명사거리,7호선,,1.757,3.341,37.479252,126.854876
272,fbbfeb00-3e13-4383-85bb-653a7e998c10,행당,5호선,,2.26,3.018,37.557322,127.029476
273,fc93ba62-2083-444d-a080-e0531ef1df90,창신,6호선,,2.433,3.123,37.579661,127.015241
274,feafd758-6292-4bb6-9ca6-3b81af0474a4,남태령,4호선,,3.661,5.776,37.463873,126.989134
