,station_line_dep,station_name_dep,station_line_arv,station_name_arv,travel_time,feel_time_weekday_m,feel_time_weekday_n,feel_time_weekday_d,feel_time_weekend_m,feel_time_weekend_d,feel_time_weekend_n
516,8호선,문정,8호선,가락시장,70,120,129,104,87,104,78
517,8호선,가락시장,8호선,문정,70,120,120,104,78,95,95
518,8호선,가락시장,8호선,송파,70,120,137,104,87,104,87
519,8호선,송파,8호선,가락시장,70,129,120,104,87,95,95
520,8호선,송파,8호선,석촌,70,129,137,104,87,104,87
521,8호선,석촌,8호선,송파,70,129,129,104,87,95,95
522,8호선,석촌,8호선,잠실,110,189,202,163,136,163,136
523,8호선,잠실,8호선,석촌,110,202,189,163,136,150,150
524,8호선,잠실,8호선,몽촌토성,70,87,137,95,78,95,87
525,8호선,몽촌토성,8호선,잠실,70,137,95,95,87,95,78
526,8호선,몽촌토성,8호선,강동구청,120,149,221,163,134,149,149
527,8호선,강동구청,8호선,몽촌토성,120,235,163,163,149,163,134
528,8호선,강동구청,8호선,천호,80,99,147,109,90,99,99
529,8호선,천호,8호선,강동구청,80,157,99,109,99,99,90
530,8호선,천호,8호선,암사,90,90,112,101,90,90,90
531,8호선,암사,8호선,천호,90,122,90,101,90,101,90
532,1호선,도봉산,7호선,도봉산,93,93,93,93,93,93,93
533,7호선,도봉산,1호선,도봉산,93,93,93,93,93,93,93
534,1호선,창동,4호선,창동,175,175,175,175,175,175,175
535,4호선,창동,1호선,창동,175,175,175,175,175,175,175
536,1호선,석계,6호선,석계,360,360,360,360,360,360,360
537,6호선,석계,1호선,석계,360,360,360,360,360,360,360
538,1호선,동묘앞,6호선,동묘앞,200,200,200,200,200,200,200
539,6호선,동묘앞,1호선,동묘앞,200,200,200,200,200,200,200
540,1호선,동대문,4호선,동대문,324,324,324,324,324,324,324
541,4호선,동대문,1호선,동대문,324,324,324,324,324,324,324
542,1호선,종로3가,3호선,종로3가,245,245,245,245,245,245,245
543,3호선,종로3가,1호선,종로3가,245,245,245,245,245,245,245
544,1호선,종로3가,5호선,종로3가,390,390,390,390,390,390,390
545,5호선,종로3가,1호선,종로3가,390,390,390,390,390,390,390
546,1호선,시청,2호선,시청,210,210,210,210,210,210,210
547,2호선,시청,1호선,시청,210,210,210,210,210,210,210
548,1호선,서울,4호선,서울,266,266,266,266,266,266,266
549,4호선,서울,1호선,서울,266,266,266,266,266,266,266
550,1호선,신길,5호선,신길,303,303,303,303,303,303,303
551,5호선,신길,1호선,신길,303,303,303,303,303,303,303
552,1호선,신도림,2호선,신도림,170,170,170,170,170,170,170
553,2호선,신도림,1호선,신도림,170,170,170,170,170,170,170
554,1호선,가산디지털단지,7호선,가산디지털단지,230,230,230,230,230,230,230
555,7호선,가산디지털단지,1호선,가산디지털단지,230,230,230,230,230,230,230
556,2호선,을지로3가,3호선,을지로3가,248,248,248,248,248,248,248
557,3호선,을지로3가,2호선,을지로3가,248,248,248,248,248,248,248
558,2호선,을지로4가,5호선,을지로4가,160,160,160,160,160,160,160
559,5호선,을지로4가,2호선,을지로4가,160,160,160,160,160,160,160
560,2호선,동대문역사문화공원,4호선,동대문역사문화공원,95,95,95,95,95,95,95
561,4호선,동대문역사문화공원,2호선,동대문역사문화공원,95,95,95,95,95,95,95
562,2호선,동대문역사문화공원,5호선,동대문역사문화공원,390,390,390,390,390,390,390
563,5호선,동대문역사문화공원,2호선,동대문역사문화공원,390,390,390,390,390,390,390
564,2호선,신당,6호선,신당,303,303,303,303,303,303,303
565,6호선,신당,2호선,신당,303,303,303,303,303,303,303
566,2호선,왕십리,5호선,왕십리,180,180,180,180,180,180,180
567,5호선,왕십리,2호선,왕십리,180,180,180,180,180,180,180
568,2호선,건대입구,7호선,건대입구,160,160,160,160,160,160,160
569,7호선,건대입구,2호선,건대입구,160,160,160,160,160,160,160
570,2호선,잠실,8호선,잠실,316,316,316,316,316,316,316
571,8호선,잠실,2호선,잠실,316,316,316,316,316,316,316
572,2호선,교대,3호선,교대,158,158,158,158,158,158,158
573,3호선,교대,2호선,교대,158,158,158,158,158,158,158
574,2호선,사당,4호선,사당,155,155,155,155,155,155,155
575,4호선,사당,2호선,사당,155,155,155,155,155,155,155
576,2호선,대림,7호선,대림,345,345,345,345,345,345,345
577,7호선,대림,2호선,대림,345,345,345,345,345,345,345
578,2호선,영등포구청,5호선,영등포구청,230,230,230,230,230,230,230
579,5호선,영등포구청,2호선,영등포구청,230,230,230,230,230,230,230
580,2호선,합정,6호선,합정,170,170,170,170,170,170,170
581,6호선,합정,2호선,합정,170,170,170,170,170,170,170
582,2호선,충정로,5호선,충정로,354,354,354,354,354,354,354
583,5호선,충정로,2호선,충정로,354,354,354,354,354,354,354
584,3호선,연신내,6호선,연신내,302,302,302,302,302,302,302
585,6호선,연신내,3호선,연신내,302,302,302,302,302,302,302
586,3호선,불광,6호선,불광,208,208,208,208,208,208,208
587,6호선,불광,3호선,불광,208,208,208,208,208,208,208
588,3호선,종로3가,5호선,종로3가,245,245,245,245,245,245,245
589,5호선,종로3가,3호선,종로3가,245,245,245,245,245,245,245
590,3호선,충무로,4호선,충무로,35,35,35,35,35,35,35
591,4호선,충무로,3호선,충무로,35,35,35,35,35,35,35
592,3호선,약수,6호선,약수,216,216,216,216,216,216,216
593,6호선,약수,3호선,약수,216,216,216,216,216,216,216
594,3호선,고속터미널,7호선,고속터미널,282,282,282,282,282,282,282
595,7호선,고속터미널,3호선,고속터미널,282,282,282,282,282,282,282
596,3호선,가락시장,8호선,가락시장,73,73,73,73,73,73,73
597,8호선,가락시장,3호선,가락시장,73,73,73,73,73,73,73
598,3호선,오금,5호선,오금,135,135,135,135,135,135,135
599,5호선,오금,3호선,오금,135,135,135,135,135,135,135
600,4호선,노원,7호선,노원,348,348,348,348,348,348,348
601,7호선,노원,4호선,노원,348,348,348,348,348,348,348
602,4호선,동대문역사문화공원,5호선,동대문역사문화공원,223,223,223,223,223,223,223
603,5호선,동대문역사문화공원,4호선,동대문역사문화공원,223,223,223,223,223,223,223
604,4호선,삼각지,6호선,삼각지,258,258,258,258,258,258,258
605,6호선,삼각지,4호선,삼각지,258,258,258,258,258,258,258
606,4호선,이수,7호선,이수,286,286,286,286,286,286,286
607,7호선,이수,4호선,이수,286,286,286,286,286,286,286
608,5호선,천호,8호선,천호,73,73,73,73,73,73,73
609,8호선,천호,5호선,천호,73,73,73,73,73,73,73
610,5호선,군자,7호선,군자,158,158,158,158,158,158,158
611,7호선,군자,5호선,군자,158,158,158,158,158,158,158
612,5호선,청구,6호선,청구,218,218,218,218,218,218,218
613,6호선,청구,5호선,청구,218,218,218,218,218,218,218
614,5호선,공덕,6호선,공덕,153,153,153,153,153,153,153
615,6호선,공덕,5호선,공덕,153,153,153,153,153,153,153
616,6호선,태릉입구,7호선,태릉입구,95,95,95,95,95,95,95
617,7호선,태릉입구,6호선,태릉입구,95,95,95,95,95,95,95
